Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023


	=SUBTOTAL(109,B6:B5859)																					
84	1	REV_Q9QXS1	 	 	 	reversed	0.5	4691	534181	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000
85	1	sp|A0A1W2P872|NOVA2_MOUSE	 	 	sp|A0A1W2P872|NOVA2_MOUSE, sp|Q9JKN6|NOVA1_MOUSE	 	15.0	492	49066	RNA-binding protein Nova-2 OS=Mus musculus OX=10090 GN=Nova2 PE=1 SV=1	13	6	0.462	4	7	2	1	3	2	2.000	6.000	2.000
86	1	sp|A0A338P6K9|QSER1_MOUSE	 	 	 	 	2.2	1788	194473	Glutamine and serine-rich protein 1 OS=Mus musculus OX=10090 GN=Qser1 PE=2 SV=1	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000
87	1	sp|A0A7N9VSG0|SPA5L_MOUSE	 	 	 	 	3.7	747	80741	Ribosome biogenesis protein SPATA5L1 OS=Mus musculus OX=10090 GN=Spata5l1 PE=2 SV=1	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000
88	1	sp|A1A5B6|TBC25_MOUSE	 	 	 	 	8.6	742	82574	TBC1 domain family member 25 OS=Mus musculus OX=10090 GN=Tbc1d25 PE=1 SV=1	6	6	1.000	1	2	3	1	2	3	1.000	2.000	3.000
89	1	sp|A2A432|CUL4B_MOUSE	 	 	sp|A2A432|CUL4B_MOUSE, sp|Q3TCH7|CUL4A_MOUSE	 	28.9	970	110698	Cullin-4B OS=Mus musculus OX=10090 GN=Cul4b PE=1 SV=1	44	30	0.682	19	13	12	12	9	9	14.270	10.161	9.771
90	1	sp|A2A4P0|DHX8_MOUSE	 	 	sp|A2A4P0|DHX8_MOUSE, sp|O35286|DHX15_MOUSE	 	9.6	1244	142570	ATP-dependent RNA helicase DHX8 OS=Mus musculus OX=10090 GN=Dhx8 PE=2 SV=1	15	13	0.867	6	4	5	4	4	5	4.205	4.000	5.000
91	1	sp|A2A5R2|BIG2_MOUSE	 	 	sp|A2A5R2|BIG2_MOUSE, sp|G3X9K3|BIG1_MOUSE	 	10.2	1792	202237	Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus OX=10090 GN=Arfgef2 PE=1 SV=1	34	21	0.618	16	13	5	9	9	3	12.706	11.250	3.667
92	1	sp|A2A6A1|GPTC8_MOUSE	 	 	 	 	8.6	1505	164985	G patch domain-containing protein 8 OS=Mus musculus OX=10090 GN=Gpatch8 PE=1 SV=1	11	11	1.000	1	6	4	1	6	4	1.000	6.000	4.000
93	1	sp|A2A6Q5|CDC27_MOUSE	 	 	 	 	11.0	825	91841	Cell division cycle protein 27 homolog OS=Mus musculus OX=10090 GN=Cdc27 PE=1 SV=1	7	7	1.000	5	2	0	5	2	0	5.000	2.000	0.000
94	1	sp|A2A791|ZMYM4_MOUSE	 	 	sp|A2A791|ZMYM4_MOUSE, sp|Q9CU65|ZMYM2_MOUSE, sp|Q9JLM4|ZMYM3_MOUSE	 	9.7	1549	172436	Zinc finger MYM-type protein 4 OS=Mus musculus OX=10090 GN=Zmym4 PE=1 SV=1	15	14	0.933	9	3	3	8	3	3	8.533	3.000	3.000
95	1	sp|A2A7S8|K1522_MOUSE	 	 	 	 	4.8	1013	104841	Uncharacterized protein KIAA1522 OS=Mus musculus OX=10090 GN=Kiaa1522 PE=1 SV=1	5	5	1.000	0	3	2	0	3	2	0.000	3.000	2.000
96	1	sp|A2A8L5|PTPRF_MOUSE	 	 	sp|A2A8L5|PTPRF_MOUSE, sp|B0V2N1|PTPRS_MOUSE, sp|Q64487|PTPRD_MOUSE	 	19.8	1898	211487	Receptor-type tyrosine-protein phosphatase F OS=Mus musculus OX=10090 GN=Ptprf PE=1 SV=1	39	33	0.846	20	14	5	17	13	3	19.784	13.929	5.000
97	1	sp|A2A8Z1|OSBL9_MOUSE	 	 	 	 	12.4	736	83108	Oxysterol-binding protein-related protein 9 OS=Mus musculus OX=10090 GN=Osbpl9 PE=1 SV=1	25	25	1.000	12	8	5	12	8	5	12.000	8.000	5.000
98	1	sp|A2A9C3|SZT2_MOUSE	 	 	 	 	1.4	3431	377623	KICSTOR complex protein SZT2 OS=Mus musculus OX=10090 GN=Szt2 PE=1 SV=1	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000
99	1	sp|A2AA28|MET23_MOUSE	 	 	 	 	22.9	253	28288	Histone-arginine methyltransferase METTL23 OS=Mus musculus OX=10090 GN=Mettl23 PE=1 SV=1	7	7	1.000	4	1	2	4	1	2	4.000	1.000	2.000
100	1	sp|A2AAY5|SPD2B_MOUSE	 	 	 	 	15.6	908	101516	SH3 and PX domain-containing protein 2B OS=Mus musculus OX=10090 GN=Sh3pxd2b PE=1 SV=1	20	20	1.000	8	10	2	8	10	2	8.000	10.000	2.000
101	1	sp|A2ADY9|DDI2_MOUSE	 	 	 	 	59.9	399	44590	Protein DDI1 homolog 2 OS=Mus musculus OX=10090 GN=Ddi2 PE=1 SV=1	35	35	1.000	19	9	7	19	9	7	19.000	9.000	7.000
102	1	sp|A2AEP0|OBP1B_MOUSE	 	 	sp|A2AEP0|OBP1B_MOUSE, sp|Q9D3H2|OBP1A_MOUSE, tr|A2BHD2|A2BHD2_MOUSE	 	59.6	171	19394	Odorant-binding protein 1b OS=Mus musculus OX=10090 GN=Obp1b PE=1 SV=1	40	0	0.000	12	15	13	0	0	0	0.000	0.000	4.500
103	1	sp|A2AG50|MA7D2_MOUSE	 	 	sp|A2AG50|MA7D2_MOUSE, sp|O88735|MAP7_MOUSE, sp|P23116|EIF3A_MOUSE, sp|Q60780|GAS7_MOUSE, sp|Q9JHS9|CWC15_MOUSE	 	16.9	781	86049	MAP7 domain-containing protein 2 OS=Mus musculus OX=10090 GN=Map7d2 PE=1 SV=1	17	13	0.765	7	7	3	5	6	2	5.384	6.429	2.167
104	1	sp|A2AGH6|MED12_MOUSE	 	 	 	 	2.4	2190	244558	Mediator of RNA polymerase II transcription subunit 12 OS=Mus musculus OX=10090 GN=Med12 PE=1 SV=1	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000
105	1	sp|A2AGT5|CKAP5_MOUSE	 	 	 	 	40.9	2032	225632	Cytoskeleton-associated protein 5 OS=Mus musculus OX=10090 GN=Ckap5 PE=1 SV=1	197	197	1.000	84	55	58	84	55	58	84.000	55.000	58.000
106	1	sp|A2AHC3|CAMP1_MOUSE	 	 	 	 	9.9	1581	175885	Calmodulin-regulated spectrin-associated protein 1 OS=Mus musculus OX=10090 GN=Camsap1 PE=1 SV=1	16	16	1.000	7	8	1	7	8	1	7.000	8.000	1.000
107	1	sp|A2AIL4|NDUF6_MOUSE	 	 	 	 	8.4	333	38362	NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 OS=Mus musculus OX=10090 GN=Ndufaf6 PE=1 SV=1	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000
108	1	sp|A2AIV2|VIR_MOUSE	 	 	 	 	3.3	1811	201437	Protein virilizer homolog OS=Mus musculus OX=10090 GN=Virma PE=1 SV=1	5	5	1.000	3	0	2	3	0	2	3.000	0.000	2.000
109	1	sp|A2AJ15|MA1B1_MOUSE	 	 	 	 	8.4	658	75149	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase OS=Mus musculus OX=10090 GN=Man1b1 PE=1 SV=1	8	8	1.000	3	3	2	3	3	2	3.000	3.000	2.000
110	1	sp|A2AJ88|PLPL7_MOUSE	 	 	sp|A2AJ88|PLPL7_MOUSE, sp|Q3TRM4|PLPL6_MOUSE	 	3.0	1352	150493	Patatin-like phospholipase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Pnpla7 PE=1 SV=1	3	2	0.667	2	0	1	1	0	1	1.048	0.000	1.000
111	1	sp|A2AJI0|MA7D1_MOUSE	 	 	 	 	18.7	846	93275	MAP7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Map7d1 PE=1 SV=1	19	19	1.000	6	9	4	6	9	4	6.000	9.000	4.000
112	1	sp|A2AJK6|CHD7_MOUSE	 	 	sp|A2AJK6|CHD7_MOUSE, sp|Q09XV5|CHD8_MOUSE	 	9.8	2986	334057	Chromodomain-helicase-DNA-binding protein 7 OS=Mus musculus OX=10090 GN=Chd7 PE=1 SV=1	23	20	0.870	11	8	4	9	7	4	10.636	8.000	4.000
113	1	sp|A2AJL3|FGGY_MOUSE	 	 	 	 	6.2	552	60336	FGGY carbohydrate kinase domain-containing protein OS=Mus musculus OX=10090 GN=Fggy PE=1 SV=1	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000
114	1	sp|A2AJT4|PNISR_MOUSE	 	 	 	 	2.1	805	92114	Arginine/serine-rich protein PNISR OS=Mus musculus OX=10090 GN=Pnisr PE=1 SV=1	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000
115	1	sp|A2AKG8|FOCAD_MOUSE	 	 	 	 	2.8	1798	198948	Focadhesin OS=Mus musculus OX=10090 GN=Focad PE=1 SV=1	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000
116	1	sp|A2AL36|CNTRL_MOUSE	 	 	 	 	0.9	2334	268876	Centriolin OS=Mus musculus OX=10090 GN=Cntrl PE=1 SV=2	5	5	1.000	0	2	3	0	2	3	0.000	2.000	3.000
117	1	sp|A2ALU4|SHRM2_MOUSE	 	 	 	 	5.5	1481	164701	Protein Shroom2 OS=Mus musculus OX=10090 GN=Shroom2 PE=1 SV=1	8	8	1.000	2	6	0	2	6	0	2.000	6.000	0.000
118	1	sp|A2AMT1|BFSP1_MOUSE	 	 	 	 	74.1	669	73668	Filensin OS=Mus musculus OX=10090 GN=Bfsp1 PE=1 SV=1	1051	1051	1.000	466	295	290	466	295	290	466.000	295.000	290.000
119	1	sp|A2AN08|UBR4_MOUSE	 	 	 	 	25.7	5180	572283	E3 ubiquitin-protein ligase UBR4 OS=Mus musculus OX=10090 GN=Ubr4 PE=1 SV=1	197	197	1.000	97	46	54	97	46	54	97.000	46.000	54.000
120	1	sp|A2APB8|TPX2_MOUSE	 	 	sp|A2APB8|TPX2_MOUSE, sp|B2RY56|RBM25_MOUSE	 	4.4	745	85893	Targeting protein for Xklp2 OS=Mus musculus OX=10090 GN=Tpx2 PE=1 SV=1	4	3	0.750	1	1	2	1	1	1	1.000	1.000	1.111
121	1	sp|A2APV2|FMNL2_MOUSE	 	 	sp|A2APV2|FMNL2_MOUSE, sp|Q6ZPF4|FMNL3_MOUSE	 	12.8	1086	123100	Formin-like protein 2 OS=Mus musculus OX=10090 GN=Fmnl2 PE=1 SV=2	21	15	0.714	8	8	5	6	5	4	7.500	7.143	4.800
122	1	sp|A2AQ07|TBB1_MOUSE	 	 	sp|A2AQ07|TBB1_MOUSE, sp|P68372|TBB4B_MOUSE, sp|P99024|TBB5_MOUSE, sp|Q7TMM9|TBB2A_MOUSE, sp|Q922F4|TBB6_MOUSE, sp|Q9CWF2|TBB2B_MOUSE, sp|Q9D6F9|TBB4A_MOUSE, sp|Q9ERD7|TBB3_MOUSE	 	27.9	451	50440	Tubulin beta-1 chain OS=Mus musculus OX=10090 GN=Tubb1 PE=1 SV=1	90	13	0.144	54	22	14	6	7	0	8.340	7.751	0.471
123	1	sp|A2AQ19|RTF1_MOUSE	 	 	 	 	6.6	715	80796	RNA polymerase-associated protein RTF1 homolog OS=Mus musculus OX=10090 GN=Rtf1 PE=1 SV=1	13	13	1.000	5	6	2	5	6	2	5.000	6.000	2.000
124	1	sp|A2AQ25|SKT_MOUSE	 	 	 	 	30.6	1946	213034	Sickle tail protein OS=Mus musculus OX=10090 GN=Skt PE=1 SV=1	112	112	1.000	39	43	30	39	43	30	39.000	43.000	30.000
125	1	sp|A2AR02|PPIG_MOUSE	 	 	 	 	8.8	752	88324	Peptidyl-prolyl cis-trans isomerase G OS=Mus musculus OX=10090 GN=Ppig PE=1 SV=1	17	17	1.000	2	12	3	2	12	3	2.000	12.000	3.000
126	1	sp|A2ARV4|LRP2_MOUSE	 	 	 	 	1.4	4660	519203	Low-density lipoprotein receptor-related protein 2 OS=Mus musculus OX=10090 GN=Lrp2 PE=1 SV=1	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000
127	1	sp|A2AS55|ANR16_MOUSE	 	 	 	 	5.3	361	39776	Ankyrin repeat domain-containing protein 16 OS=Mus musculus OX=10090 GN=Ankrd16 PE=1 SV=1	4	4	1.000	0	1	3	0	1	3	0.000	1.000	3.000
128	1	sp|A2ASQ1|AGRIN_MOUSE	 	 	 	 	21.2	1950	207537	Agrin OS=Mus musculus OX=10090 GN=Agrn PE=1 SV=1	51	51	1.000	25	14	12	25	14	12	25.000	14.000	12.000
129	1	sp|A2ASS6|TITIN_MOUSE	 	 	sp|A2ASS6|TITIN_MOUSE, sp|O88485|DC1I1_MOUSE, sp|Q6PGC1|DHX29_MOUSE	 	0.1	35213	3906440	Titin OS=Mus musculus OX=10090 GN=Ttn PE=1 SV=1	6	4	0.667	0	3	3	0	3	1	0.000	3.000	1.089
130	1	sp|A2AT37|RENT2_MOUSE	 	 	 	 	13.6	1269	147551	Regulator of nonsense transcripts 2 OS=Mus musculus OX=10090 GN=Upf2 PE=1 SV=1	24	24	1.000	9	7	8	9	7	8	9.000	7.000	8.000
131	1	sp|A2AUY4|BAZ2B_MOUSE	 	 	 	 	0.7	2123	233999	Bromodomain adjacent to zinc finger domain protein 2B OS=Mus musculus OX=10090 GN=Baz2b PE=1 SV=1	4	4	1.000	2	0	2	2	0	2	2.000	0.000	2.000
132	1	sp|A2AWA9|RBGP1_MOUSE	 	 	REV_Q70FJ1, sp|A2AWA9|RBGP1_MOUSE	 	19.8	1064	120796	Rab GTPase-activating protein 1 OS=Mus musculus OX=10090 GN=Rabgap1 PE=1 SV=1	28	27	0.964	11	8	9	10	8	9	11.000	8.000	9.000
133	1	sp|A2AWP0|BIRC7_MOUSE	 	 	 	 	35.4	285	31992	Baculoviral IAP repeat-containing protein 7 OS=Mus musculus OX=10090 GN=Birc7 PE=2 SV=1	42	42	1.000	12	11	19	12	11	19	12.000	11.000	19.000
134	1	sp|A2BDX3|MOCS3_MOUSE	 	 	 	 	29.6	460	49374	Adenylyltransferase and sulfurtransferase MOCS3 OS=Mus musculus OX=10090 GN=Mocs3 PE=1 SV=1	26	26	1.000	11	8	7	11	8	7	11.000	8.000	7.000
135	1	sp|A2BE28|LAS1L_MOUSE	 	 	 	 	22.3	776	89413	Ribosomal biogenesis protein LAS1L OS=Mus musculus OX=10090 GN=Las1l PE=1 SV=1	17	17	1.000	7	8	2	7	8	2	7.000	8.000	2.000
136	1	sp|A2BH40|ARI1A_MOUSE	 	 	sp|A2BH40|ARI1A_MOUSE, sp|E9Q4N7|ARI1B_MOUSE, sp|P10107|ANXA1_MOUSE	 	11.9	2283	242089	AT-rich interactive domain-containing protein 1A OS=Mus musculus OX=10090 GN=Arid1a PE=1 SV=1	44	30	0.682	24	12	8	15	10	5	17.433	10.357	5.669
137	1	sp|A2CG63|ARI4B_MOUSE	 	 	sp|A2CG63|ARI4B_MOUSE, sp|F8VPQ2|ARI4A_MOUSE	 	3.0	1314	147641	AT-rich interactive domain-containing protein 4B OS=Mus musculus OX=10090 GN=Arid4b PE=1 SV=1	8	4	0.500	2	4	2	1	2	1	2.000	3.333	1.500
138	1	sp|A2RSJ4|BLT3B_MOUSE	 	 	sp|A2RSJ4|BLT3B_MOUSE, tr|B2KF50|B2KF50_MOUSE	 	3.2	1457	161938	Bridge-like lipid transfer protein family member 3B OS=Mus musculus OX=10090 GN=Bltp3b PE=1 SV=2	3	2	0.667	3	0	0	2	0	0	3.000	0.000	0.000
139	1	sp|A2RSQ0|DEN5B_MOUSE	 	 	sp|A2RSQ0|DEN5B_MOUSE, sp|Q6PAL8|DEN5A_MOUSE	 	2.7	1274	144627	DENN domain-containing protein 5B OS=Mus musculus OX=10090 GN=Dennd5b PE=1 SV=2	3	2	0.667	1	0	2	0	0	2	0.000	0.000	2.000
140	1	sp|A2RSX7|TYW5_MOUSE	 	 	 	 	15.6	315	36632	tRNA wybutosine-synthesizing protein 5 OS=Mus musculus OX=10090 GN=Tyw5 PE=2 SV=2	4	4	1.000	4	0	0	4	0	0	4.000	0.000	0.000
141	1	sp|A2RSY6|TRM1L_MOUSE	 	 	 	 	29.7	728	80860	TRMT1-like protein OS=Mus musculus OX=10090 GN=Trmt1l PE=1 SV=1	22	22	1.000	8	6	8	8	6	8	8.000	6.000	8.000
142	1	sp|A2RTL5|RSRC2_MOUSE	 	 	 	 	9.3	376	43876	Arginine/serine-rich coiled-coil protein 2 OS=Mus musculus OX=10090 GN=Rsrc2 PE=2 SV=1	7	7	1.000	3	2	2	3	2	2	3.000	2.000	2.000
143	1	sp|A3KGB4|TBC8B_MOUSE	 	 	sp|A3KGB4|TBC8B_MOUSE, sp|O08585|CLCA_MOUSE	 	1.8	1114	127891	TBC1 domain family member 8B OS=Mus musculus OX=10090 GN=Tbc1d8b PE=1 SV=1	4	1	0.250	2	1	1	1	0	0	1.067	0.000	0.000
144	1	sp|A3KGF9|CCD9B_MOUSE	 	 	 	 	5.0	545	58688	Coiled-coil domain-containing protein 9B OS=Mus musculus OX=10090 GN=Ccdc9b PE=1 SV=1	4	4	1.000	0	0	4	0	0	4	0.000	0.000	4.000
145	1	sp|A3KGV1|ODFP2_MOUSE	 	 	 	 	4.5	830	95540	Outer dense fiber protein 2 OS=Mus musculus OX=10090 GN=Odf2 PE=1 SV=1	5	5	1.000	2	3	0	2	3	0	2.000	3.000	0.000
146	1	sp|A3KMP2|TTC38_MOUSE	 	 	 	 	8.4	465	52223	Tetratricopeptide repeat protein 38 OS=Mus musculus OX=10090 GN=Ttc38 PE=1 SV=2	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
147	1	sp|A6H5Y3|METH_MOUSE	 	 	 	 	22.3	1253	139067	Methionine synthase OS=Mus musculus OX=10090 GN=Mtr PE=1 SV=1	43	43	1.000	23	14	6	23	14	6	23.000	14.000	6.000
148	1	sp|A6H5Z3|EXC6B_MOUSE	 	 	 	 	15.7	810	94129	Exocyst complex component 6B OS=Mus musculus OX=10090 GN=Exoc6b PE=1 SV=1	8	8	1.000	5	1	2	5	1	2	5.000	1.000	2.000
149	1	sp|A6H611|MIPEP_MOUSE	 	 	 	 	3.9	711	80851	Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1	4	4	1.000	3	1	0	3	1	0	3.000	1.000	0.000
150	1	sp|A6H630|ARMT1_MOUSE	 	 	 	 	19.8	439	50548	Damage-control phosphatase ARMT1 OS=Mus musculus OX=10090 GN=Armt1 PE=1 SV=1	12	12	1.000	5	6	1	5	6	1	5.000	6.000	1.000
151	1	sp|A6H6E2|MMRN2_MOUSE	 	 	 	 	7.4	943	105205	Multimerin-2 OS=Mus musculus OX=10090 GN=Mmrn2 PE=1 SV=1	8	8	1.000	4	2	2	4	2	2	4.000	2.000	2.000
152	1	sp|A6H8H2|DEN4C_MOUSE	 	 	 	 	2.5	1906	211456	DENN domain-containing protein 4C OS=Mus musculus OX=10090 GN=Dennd4c PE=1 SV=1	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000
153	1	sp|A6X8Z5|RHG31_MOUSE	 	 	 	 	23.0	1425	155275	Rho GTPase-activating protein 31 OS=Mus musculus OX=10090 GN=Arhgap31 PE=1 SV=1	28	28	1.000	14	9	5	14	9	5	14.000	9.000	5.000
154	1	sp|A6X919|D19L1_MOUSE	 	 	 	 	5.5	746	84186	Probable C-mannosyltransferase DPY19L1 OS=Mus musculus OX=10090 GN=Dpy19l1 PE=1 SV=1	6	6	1.000	3	0	3	3	0	3	3.000	0.000	3.000
155	1	sp|A6X935|ITIH4_MOUSE	 	 	 	 	8.8	942	104658	Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=2	7	7	1.000	4	3	0	4	3	0	4.000	3.000	0.000
156	1	sp|A7L9Z8|AT2C2_MOUSE	 	 	sp|A7L9Z8|AT2C2_MOUSE, sp|Q80XR2|AT2C1_MOUSE	 	3.8	944	102527	Calcium-transporting ATPase type 2C member 2 OS=Mus musculus OX=10090 GN=Atp2c2 PE=1 SV=1	2	1	0.500	2	0	0	1	0	0	1.167	0.000	0.000
157	1	sp|A8C756|THADA_MOUSE	 	 	 	 	8.3	1938	217287	Thyroid adenoma-associated protein homolog OS=Mus musculus OX=10090 GN=Thada PE=1 SV=1	20	20	1.000	11	4	5	11	4	5	11.000	4.000	5.000
158	1	sp|A8Y5H7|S14L1_MOUSE	 	 	 	 	15.1	715	81215	SEC14-like protein 1 OS=Mus musculus OX=10090 GN=Sec14l1 PE=1 SV=1	9	9	1.000	6	1	2	6	1	2	6.000	1.000	2.000
159	1	sp|B0V2N1|PTPRS_MOUSE	 	 	sp|A2A8L5|PTPRF_MOUSE, sp|B0V2N1|PTPRS_MOUSE, sp|Q64487|PTPRD_MOUSE	 	2.5	1907	211901	Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs PE=1 SV=1	3	1	0.333	2	0	1	1	0	0	1.053	0.000	0.000
160	1	sp|B1AR13|CISD3_MOUSE	 	 	 	 	30.7	137	15676	CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1	14	14	1.000	6	5	3	6	5	3	6.000	5.000	3.000
161	1	sp|B1ARD6|SLFN9_MOUSE	 	 	 	 	4.5	910	103991	Schlafen family member 9 OS=Mus musculus OX=10090 GN=Slfn9 PE=2 SV=1	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000
162	1	sp|B1AUH1|PTPRU_MOUSE	 	 	 	 	36.9	1446	162492	Receptor-type tyrosine-protein phosphatase U OS=Mus musculus OX=10090 GN=Ptpru PE=1 SV=1	95	95	1.000	37	35	23	37	35	23	37.000	35.000	23.000
163	1	sp|B1AVY7|KI16B_MOUSE	 	 	sp|B1AVY7|KI16B_MOUSE, sp|P28741|KIF3A_MOUSE, sp|P33174|KIF4_MOUSE, sp|Q91ZU6|DYST_MOUSE, sp|Q9QXZ0|MACF1_MOUSE, tr|E9PX57|E9PX57_MOUSE	 	2.1	1312	150056	Kinesin-like protein KIF16B OS=Mus musculus OX=10090 GN=Kif16b PE=1 SV=1	5	1	0.200	2	1	2	1	0	0	1.043	0.000	0.000
164	1	sp|B1AVZ0|UPP_MOUSE	 	 	 	 	15.2	310	34278	Uracil phosphoribosyltransferase homolog OS=Mus musculus OX=10090 GN=Uprt PE=1 SV=1	5	5	1.000	2	2	1	2	2	1	2.000	2.000	1.000
165	1	sp|B1AXP6|TOM5_MOUSE	 	 	 	 	41.2	51	6037	Mitochondrial import receptor subunit TOM5 homolog OS=Mus musculus OX=10090 GN=Tomm5 PE=3 SV=1	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000
166	1	sp|B1AY10|NFX1_MOUSE	 	 	 	 	8.0	1114	123810	Transcriptional repressor NF-X1 OS=Mus musculus OX=10090 GN=Nfx1 PE=1 SV=1	11	11	1.000	5	4	2	5	4	2	5.000	4.000	2.000
167	1	sp|B1AY13|UBP24_MOUSE	 	 	 	 	8.8	2617	293998	Ubiquitin carboxyl-terminal hydrolase 24 OS=Mus musculus OX=10090 GN=Usp24 PE=1 SV=1	42	42	1.000	18	9	15	18	9	15	18.000	9.000	15.000
168	1	sp|B1AZ99|OTUD3_MOUSE	 	 	 	 	4.5	396	44576	OTU domain-containing protein 3 OS=Mus musculus OX=10090 GN=Otud3 PE=1 SV=1	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000
169	1	sp|B1AZA5|TM245_MOUSE	 	 	 	 	7.1	876	97356	Transmembrane protein 245 OS=Mus musculus OX=10090 GN=Tmem245 PE=1 SV=1	9	9	1.000	5	1	3	5	1	3	5.000	1.000	3.000
170	1	sp|B1AZI6|THOC2_MOUSE	 	 	sp|B1AZI6|THOC2_MOUSE, tr|E9Q5E2|E9Q5E2_MOUSE, tr|J3QMC5|J3QMC5_MOUSE	 	11.2	1594	182771	THO complex subunit 2 OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1	24	14	0.583	11	10	3	7	5	2	10.325	8.214	2.500
171	1	sp|B1AZP2|DLGP4_MOUSE	 	 	 	 	11.5	992	108036	Disks large-associated protein 4 OS=Mus musculus OX=10090 GN=Dlgap4 PE=1 SV=1	22	22	1.000	11	5	6	11	5	6	11.000	5.000	6.000
172	1	sp|B2RQC6|PYR1_MOUSE	 	 	sp|B2RQC6|PYR1_MOUSE, sp|Q8C196|CPSM_MOUSE	 	40.6	2225	243236	CAD protein OS=Mus musculus OX=10090 GN=Cad PE=1 SV=1	164	158	0.963	76	47	41	72	46	40	75.165	46.979	41.000
173	1	sp|B2RR83|YTDC2_MOUSE	 	 	 	 	6.5	1445	161090	3'-5' RNA helicase YTHDC2 OS=Mus musculus OX=10090 GN=Ythdc2 PE=1 SV=1	11	11	1.000	6	2	3	6	2	3	6.000	2.000	3.000
174	1	sp|B2RRE7|OTUD4_MOUSE	 	 	 	 	10.4	1107	123054	OTU domain-containing protein 4 OS=Mus musculus OX=10090 GN=Otud4 PE=1 SV=1	17	17	1.000	5	6	6	5	6	6	5.000	6.000	6.000
175	1	sp|B2RSH2|GNAI1_MOUSE	 	 	sp|B2RSH2|GNAI1_MOUSE, sp|P08752|GNAI2_MOUSE, sp|P18872|GNAO_MOUSE, sp|P20612|GNAT1_MOUSE, sp|P27600|GNA12_MOUSE, sp|P27601|GNA13_MOUSE, sp|Q6R0H7|GNAS1_MOUSE, sp|Q8CGK7|GNAL_MOUSE, sp|Q9DC51|GNAI3_MOUSE	 	33.1	354	40361	Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Mus musculus OX=10090 GN=Gnai1 PE=1 SV=1	42	3	0.071	26	8	8	2	1	0	2.866	1.314	0.479
176	1	sp|B2RUJ5|APBA1_MOUSE	 	 	 	 	10.0	842	92908	Amyloid-beta A4 precursor protein-binding family A member 1 OS=Mus musculus OX=10090 GN=Apba1 PE=1 SV=2	7	7	1.000	2	3	2	2	3	2	2.000	3.000	2.000
178	1	sp|B2RWS6|EP300_MOUSE	 	 	sp|B2RWS6|EP300_MOUSE, sp|P45481|CBP_MOUSE	 	1.7	2412	263303	Histone acetyltransferase p300 OS=Mus musculus OX=10090 GN=Ep300 PE=1 SV=2	4	1	0.250	1	2	1	0	1	0	0.500	1.200	0.500
179	1	sp|B2RX12|MRP3_MOUSE	 	 	sp|B2RX12|MRP3_MOUSE, sp|O35379|MRP1_MOUSE, sp|P70170|ABCC9_MOUSE, sp|Q921J2|RHEB_MOUSE, tr|B2RUS7|B2RUS7_MOUSE	 	2.0	1523	169221	ATP-binding cassette sub-family C member 3 OS=Mus musculus OX=10090 GN=Abcc3 PE=1 SV=2	4	0	0.000	2	2	0	0	0	0	0.000	0.000	0.000
180	1	sp|B2RX14|TUT4_MOUSE	 	 	 	 	4.7	1644	184648	Terminal uridylyltransferase 4 OS=Mus musculus OX=10090 GN=Tut4 PE=1 SV=2	10	10	1.000	2	6	2	2	6	2	2.000	6.000	2.000
181	1	sp|B2RXC1|TPC11_MOUSE	 	 	 	 	9.9	1133	128395	Trafficking protein particle complex subunit 11 OS=Mus musculus OX=10090 GN=Trappc11 PE=1 SV=1	13	13	1.000	9	2	2	9	2	2	9.000	2.000	2.000
