New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Tue Aug 29 11:02:42 2023
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_Set1	Total_Set2	Total_Set3	Unique_Set1	Unique_Set2	Unique_Set3	Corrected_Set1	Corrected_Set2	Corrected_Set3	PSMs_Used_Set1	TotInt_126C_Set1	TotInt_127N_Set1	TotInt_127C_Set1	TotInt_128N_Set1	TotInt_128C_Set1	TotInt_129N_Set1	TotInt_129C_Set1	TotInt_130N_Set1	TotInt_130C_Set1	TotInt_131N_Set1	TotInt_131C_Set1	PSMs_Used_Set2	TotInt_126C_Set2	TotInt_127N_Set2	TotInt_127C_Set2	TotInt_128N_Set2	TotInt_128C_Set2	TotInt_129N_Set2	TotInt_129C_Set2	TotInt_130N_Set2	TotInt_130C_Set2	TotInt_131N_Set2	TotInt_131C_Set2	PSMs_Used_Set3	TotInt_126C_Set3	TotInt_127N_Set3	TotInt_127C_Set3	TotInt_128N_Set3	TotInt_128C_Set3	TotInt_129N_Set3	TotInt_129C_Set3	TotInt_130N_Set3	TotInt_130C_Set3	TotInt_131N_Set3	TotInt_131C_Set3
31	1	CONT_156|gi|1363944|pir||JC4313	 	 	CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z320|K1C27_MOUSE	contaminant	37.2	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	47	16	0.340	15	15	17	4	4	8	6.926	6.483	9.832	4	58221.667968	60921.377198	36652.542969	75122.40332	161029.756348	23439.424317	72998.896483	150.0	150.0	150.0	150.0	4	19475.635008999998	9434.782959	20927.77002	12549.32251	116674.216797	21471.895263000002	37185.739746	3337.600342	1747.153076	150.0	150.0	8	17556.518554000002	11504.808105	9162.547851	4900.448242	9512.174315999999	6502.024414	9874.790528	150.0	150.0	150.0	150.0
32	1	CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN	 	 	CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE	contaminant	3.2	494	53511	KERATIN, TYPE I CYTOSKELETAL 12 (CYTOKERATIN 12) [Homo sapiens].	4	1	0.250	1	1	2	0	0	1	0.004	0.004	1.004	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	97403.96875	51332.480469	43574.4375	34504.542969	50139.960938	41813.148438	65727.8125	1997.023315	2345.606934	150.0	150.0
33	1	REV_A0A2I3BRL8 (+1)	REV_A0A2I3BRL8&REV_Q91VM5	 	REV_A0A2I3BRL8, sp|Q91VM5|RMXL1_MOUSE	reversed	10.3	388	42178	REVERSED.	5	1	0.200	4	0	1	1	0	0	1.300	0.000	0.000	1	6351.786621	10362.855469	6279.885742	5389.23584	3690.325928	2907.306885	8543.743164	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	1	REV_A2AG06	 	 	 	reversed	3.8	965	108828	REVERSED.	4	4	1.000	2	1	1	2	1	1	2.000	1.000	1.000	2	309382.78125	164971.890625	82051.179688	57557.890625	32056.050781	35843.886719	77005.109375	150.0	150.0	150.0	150.0	1	219645.1875	79545.609375	140354.703125	31208.257812	56183.898438	35956.347656	67755.59375	2745.2810059999997	1762.694824	150.0	150.0	1	263726.40625	41023.183594	42272.128906	20749.232422	54785.61328099999	37878.359375	78095.882812	2792.488281	2443.388916	150.0	150.0
35	1	REV_A2ASS6	 	 	REV_A2ASS6, sp|Q5SXY1|CYTSB_MOUSE, sp|Q9D6J3|YJU2_MOUSE	reversed	0.2	35213	3906440	REVERSED.	16	12	0.750	7	4	5	5	3	4	5.370	3.176	4.222	5	231112.15722700002	205536.60290600001	170089.199707	176285.64172400002	128262.738282	133266.12793	160603.856445	6809.6530760000005	3634.647583	150.0	150.0	3	1319769.955078	2985975.443359	1561973.035156	2468474.469727	1623366.926758	1252990.82373	2113855.779296	70168.507812	82339.50238	150.0	150.0	4	1038293.273926	5946685.317139	5255259.02002	5308143.533448	2218417.624023	1320829.8613280002	2174429.047363	59162.338501	72474.88818400001	150.0	150.0
36	1	REV_B1AR69	 	 	 	reversed	1.3	1938	223559	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	650362.4648440001	511478.113281	328598.769531	284860.300781	181739.072266	199568.083984	263890.867187	8004.659668000001	12392.578614	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	1	REV_E0CZ42	 	 	 	reversed	1.2	1862	209828	REVERSED.	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	1	25109.507812	38624.542969	21201.783203	15697.787109	35071.40625	21548.396484	38718.195312	893.266541	150.0	150.0	150.0	2	115292.617187	62953.371092999994	72083.132813	34560.424805	49749.793945	37732.493164	33317.224609000004	1286.3630369999998	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	1	REV_E9PUZ9	 	 	REV_E9PUZ9, sp|P15508|SPTB1_MOUSE	reversed	2.1	1014	114065	REVERSED.	2	1	0.500	0	2	0	0	1	0	0.000	1.007	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	1	REV_E9PVZ8	 	 	 	reversed	1.3	3238	370150	REVERSED.	3	3	1.000	0	3	0	0	3	0	0.000	3.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	40183.419922	154256.866211	40330.625977	64378.440918	51558.634766	55876.873047	57398.04296800001	3596.2138670000004	1036.104736	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	1	REV_E9PWR4	 	 	 	reversed	2.4	1557	171067	REVERSED.	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000	2	21750.161133	16498.956054000002	24288.96582	13880.383301	13895.468260999998	9938.688965000001	10615.211426	150.0	150.0	150.0	150.0	2	156646.859375	293040.757812	150684.902344	153693.835937	100815.128906	97754.0625	150463.453125	5334.593017	7455.055175	150.0	150.0	2	615764.355469	533590.804688	445135.886719	474234.109375	815995.591797	645177.931152	697045.808594	27865.736327999995	28208.884766000003	150.0	150.0
41	1	REV_E9Q7X7	 	 	 	reversed	1.1	1710	184883	REVERSED.	7	7	1.000	1	3	3	1	3	3	1.000	3.000	3.000	1	22130.832031	42820.738281	16884.244141	25447.847656	12786.825195	22658.789062	22640.304688	150.0	150.0	150.0	150.0	3	44592.979492	36273.012695	245296.09375	51138.749510999995	121998.76562600001	126549.824219	124408.959961	3538.231873	4211.285645	150.0	150.0	3	9902.145019	3389.008789	5285.066895	5604.470703999999	20125.523194	20159.786132999998	15183.381836	804.892029	150.0	150.0	150.0
42	1	REV_E9QA15	 	 	 	reversed	4.8	768	89272	REVERSED.	3	3	1.000	1	2	0	1	2	0	1.000	2.000	0.000	1	22392.644531	48058.222656	33957.058594	31355.621094	27228.630858999997	15967.948241999999	32811.265625	1466.106201	1481.7382810000001	150.0	150.0	2	11846.417969	15185.219727000002	9078.762695	150.0	5284.431640999999	6992.496094	150.0	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	1	REV_F6XLV1	 	 	REV_F6XLV1, sp|P35486|ODPA_MOUSE, sp|Q505D7|OPA3_MOUSE, sp|Q8CH25|SLTM_MOUSE	reversed	0.9	1638	186629	REVERSED.	3	0	0.000	1	2	0	0	0	0	0.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	1	REV_O08638	 	 	 	reversed	1.5	1972	227025	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	14899.00293	10797.118653	8607.544678	6178.723755	20474.896483999997	21064.826172	23161.458008	150.0	743.9523929999999	150.0	150.0
45	1	REV_P26043	 	 	 	reversed	6.2	583	68542	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	39261.433594	28190.939452999995	24314.603516	8911.542969	7658.052245999999	9755.769531	9091.638672	150.0	150.0	150.0	150.0	2	15773.698364	894735.080078	789589.445312	904073.5625	97201.268554	69999.641602	49600.176025	150.0	150.0	150.0	150.0
46	1	REV_P42859	 	 	 	reversed	0.9	3119	344686	REVERSED.	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	23389.189453	6678.9331059999995	50553.671875	9280.860840000001	10448.479981	2139.2416989999997	2029.202271	150.0	150.0	150.0	150.0	2	253653.341797	261468.847656	163200.371094	114269.0625	190981.714844	122196.46875	271705.400391	7118.904053	9763.440918	150.0	150.0
47	1	REV_P52480	 	 	 	reversed	7.5	531	57844	REVERSED.	3	3	1.000	3	0	0	3	0	0	3.000	0.000	0.000	3	2350300.189453	1535750.451172	800872.892578	669218.296875	412457.570312	774821.679688	435143.546875	46589.165039	11957.359864000002	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
48	1	REV_P54103	 	 	 	reversed	3.4	621	71721	REVERSED.	12	12	1.000	2	3	7	2	3	7	2.000	3.000	7.000	2	615095.166016	507433.06445299997	488453.800781	485993.625	411030.34570299997	282360.36132799997	428006.285156	12910.865356	16108.717894999998	150.0	150.0	3	171318.225098	419655.710937	160013.73095599998	195625.382812	107093.147461	88447.367676	186520.20605500002	5370.977661	8044.125243999999	150.0	150.0	7	1836442.128906	3640580.382813	2447934.273438	2313344.511718	1674032.6874999998	1036099.8203130001	1890542.4882799997	48939.250609999996	74728.726684	150.0	150.0
49	1	REV_P70168	 	 	 	reversed	2.6	876	97183	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	571751.40625	273762.789062	595850.007812	117443.26953100001	111955.101563	93139.023437	55633.410157000006	6040.462646	2881.029785	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50	1	REV_P97443	 	 	 	reversed	2.2	490	56495	REVERSED.	13	13	1.000	0	10	3	0	10	3	0.000	10.000	3.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10	279510.548585	246486.91113300002	876828.063231	452971.022582	950898.5025630001	818609.671632	840128.8715830001	54393.79272299999	41427.477721999996	150.0	150.0	3	91461.125	92732.658203	83198.801757	74683.140136	173892.882812	194180.367188	167258.839844	12813.181641	8097.810669	150.0	150.0
51	1	REV_Q05860	 	 	REV_Q05860, sp|Q3ULJ0|GPD1L_MOUSE	reversed	1.5	1466	163579	REVERSED.	6	1	0.167	4	0	2	1	0	0	1.120	0.000	0.000	1	1502.558716	3468.983887	5024.460938	5198.132812	6739.799316	3874.350098	4363.835938	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52	1	REV_Q0VG85	 	 	 	reversed	2.1	912	104335	REVERSED.	14	14	1.000	3	10	1	3	10	1	3.000	10.000	1.000	3	1433862.71875	962433.546875	585783.273438	496861.433594	318891.910156	294135.703125	479973.863281	16428.380615000002	23986.03833	150.0	150.0	10	2474436.424805	1585153.90918	2334244.512939	1010751.532472	952118.128295	989604.898437	1823375.960448	50361.325684999996	66842.895509	150.0	150.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
53	1	REV_Q2EMV9	 	 	REV_Q2EMV9, sp|P13707|GPDA_MOUSE, sp|Q3ULJ0|GPD1L_MOUSE	reversed	1.5	1817	203799	REVERSED.	6	1	0.167	2	2	2	1	0	0	1.020	0.000	0.000	1	41937.574219	29415.576172000005	11213.075195	14357.782227000002	7612.602539	12381.035156	12224.371094	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54	1	REV_Q3THS6	 	 	 	reversed	5.1	395	43688	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	200477.5	201036.671875	133620.296875	90178.832031	120831.609374	107662.195313	83480.300782	4432.637695	1669.904175	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
55	1	REV_Q5QNQ6	 	 	 	reversed	2.2	908	101352	REVERSED.	9	9	1.000	3	4	2	3	4	2	3.000	4.000	2.000	3	179354.580078	307741.835938	959789.9101559999	712220.4023440001	792082.1875	368187.382813	535266.7695309999	16555.268556	18196.936951	150.0	150.0	4	821070.0742190001	4355858.130859	1597012.476562	5347602.722656	2361790.175781	2718569.292969	5709673.333984	114359.89550900001	204076.259766	150.0	150.0	2	330928.414062	8410516.75	9168762.5	8065511.0	1744368.0	922680.90625	1284944.15625	9247.248047	19325.015625	150.0	150.0
56	1	REV_Q62187	 	 	 	reversed	1.7	859	97721	REVERSED.	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	1	123944.28906199998	146621.0625	69189.804688	109752.57031199998	75091.226562	91852.742188	99941.789062	7971.845703	5929.609863000001	150.0	150.0	2	464710.921875	349139.609375	627604.609375	458205.515625	522260.46875	464731.125	460947.015625	28104.222655999998	21829.149414	150.0	150.0	2	12221.609375	16171.274413999998	9843.158203	11556.303711	8947.71582	6362.177246	9679.829102	150.0	150.0	150.0	150.0
57	1	REV_Q62351	 	 	 	reversed	3.5	763	85730	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	258941.115234	332885.570312	361679.398682	410110.716797	525408.009277	406675.866211	214847.486328	16689.667969	8254.296875	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
58	1	REV_Q640L5	 	 	 	reversed	1.2	1455	169739	REVERSED.	10	10	1.000	2	4	4	2	4	4	2.000	4.000	4.000	2	573306.546875	511475.265625	429301.5	431671.515625	387818.25	357504.84375	371897.609375	12627.226075	14696.208984	150.0	150.0	4	580442.017579	678642.921874	545202.84375	436313.953125	447498.015625	351145.179687	462953.964844	17184.839843	18783.738280999998	150.0	150.0	4	466323.20861800003	538638.370118	458276.499024	414669.296387	375182.75488300005	317096.555908	384684.493897	16321.54248	12674.153320000001	150.0	150.0
59	1	REV_Q6AW69	 	 	 	reversed	3.2	1297	148167	REVERSED.	4	4	1.000	0	0	4	0	0	4	0.000	0.000	4.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	66332.696289	19267.53125	18340.801758	15668.486572999998	44134.05957	45374.560547	43923.225586	712.494629	150.0	150.0	150.0
60	1	REV_Q6GQW0	 	 	REV_Q6GQW0, sp|Q6IRU5|CLCB_MOUSE	reversed	1.5	1109	121560	REVERSED.	3	1	0.333	1	2	0	0	1	0	0.000	1.048	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	69138.796875	35931.296875	48653.875	14059.405272999998	12299.848633	16852.794922	18304.705078	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61	1	REV_Q6PDI5	 	 	 	reversed	0.9	1840	203701	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	2	14443195.570312	13743773.40625	2035385.46875	2115673.0625	623844.78125	513284.453125	982707.78125	13268.458008	33200.664062	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	161202.5625	30590.511719	25258.623047	15354.648438	13676.023438	8475.289062	14162.69043	744.537659	791.437866	150.0	150.0
62	1	REV_Q70FJ1	 	 	REV_Q70FJ1, sp|A2AWA9|RBGP1_MOUSE, tr|Q68FG2|Q68FG2_MOUSE	reversed	0.4	3797	435986	REVERSED.	6	0	0.000	2	1	3	0	0	0	0.000	0.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	1	REV_Q7TPH6	 	 	 	reversed	0.5	4749	521226	REVERSED.	6	6	1.000	2	2	2	2	2	2	2.000	2.000	2.000	2	116660.111328	130375.011719	155968.763672	137691.496094	160578.78125	113864.222657	135998.804687	2931.441895	4776.091797	150.0	150.0	2	610018.390625	974053.375	560678.359375	1056329.03125	705803.21875	604543.515625	720021.65625	30243.672851000003	33810.254883	150.0	150.0	2	130539.285156	315753.964844	265432.667969	318220.195312	176243.322266	121224.44336000002	163753.735352	5164.188477000001	7144.664062000001	150.0	150.0
64	1	REV_Q80UF4	 	 	REV_Q80UF4, sp|Q6NV83|SR140_MOUSE, sp|Q9D0B0|SRSF9_MOUSE	reversed	2.4	717	82978	REVERSED.	7	2	0.286	3	1	3	1	0	1	1.087	0.000	1.154	1	98629.476562	224063.375	173680.515625	332158.25	272350.40625	192052.578125	202013.421875	9478.374023	9713.783203	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	20721.505859	298332.21875	157595.1875	268312.78125	96497.976562	56151.976562	85472.6875	2932.7885739999997	4069.825439	150.0	150.0
65	1	REV_Q8BQ30	 	 	 	reversed	3.4	594	65629	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	123164.75781199998	385963.71875	145267.4375	274803.46875	185032.640625	143991.484375	256491.28125	5685.949707	7207.148437999999	150.0	150.0	2	71292.703125	588929.482422	518696.882812	529624.5898440001	168099.648438	106162.945312	157560.914062	2787.8979489999997	5143.181152	150.0	150.0
66	1	REV_Q8BQM8	 	 	REV_Q8BQM8, sp|Q9JI91|ACTN2_MOUSE	reversed	1.4	1977	220104	REVERSED.	7	3	0.429	2	3	2	2	1	0	2.000	1.154	0.000	2	23819.494141	36645.095703	59736.839842999994	60799.084961	69768.46582000001	43829.40625	56252.901367	150.0	2019.4051510000002	150.0	150.0	1	20803.123047	76186.125	75116.671875	154353.40625	141316.0625	97613.6875	141859.703125	3418.9091799999997	5020.350586	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
67	1	REV_Q8BTI8	 	 	 	reversed	0.7	2703	294837	REVERSED.	48	48	1.000	24	14	10	24	14	10	24.000	14.000	10.000	24	3608443.0820310004	4950454.547851	2333168.167237	3087071.741214	2364090.714353	2994328.0092800003	3355700.6269529997	171674.078245	139450.80444399998	150.0	150.0	14	4715053.273438001	2846096.337891	8055721.277342998	6272742.093750001	6791938.742188001	6617183.8242190005	7438663.886719	371639.481934	295540.82983299997	150.0	150.0	10	473798.70117200003	436962.519531	333856.72265600006	356326.245605	1056284.352539	849919.891602	1077787.216797	51497.335938000004	57844.848389000006	150.0	150.0
68	1	REV_Q8BUR4	 	 	 	reversed	1.7	1865	215083	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	179995.501953	98011.929688	162068.183594	72433.063476	84206.322266	68003.341797	114971.816407	8101.43103	10752.182617	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	1	REV_Q8BZ05	 	 	REV_Q8BZ05, sp|E9Q6B2|CC85C_MOUSE	reversed	1.5	1703	193396	REVERSED.	4	1	0.250	1	2	1	0	1	0	0.000	1.143	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	24400.582031	15626.703125	23805.302734	9430.674805	10147.808594	8802.871094	12804.667969	690.0912480000001	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
70	1	REV_Q8CHB8	 	 	 	reversed	2.3	1328	147713	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	63718.596679999995	32029.647461	19605.208007	22816.880859	76294.322266	71710.06933600002	35502.267578	4127.733397999999	150.0	150.0	150.0
71	1	REV_Q8R3P0	 	 	 	reversed	6.7	312	35344	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	1144539.51123	422157.36499	564841.401367	110620.667481	157045.782227	123098.314453	224785.852539	9182.023438	7639.274414	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72	1	REV_Q8VD65	 	 	REV_Q8VD65, sp|P42225|STAT1_MOUSE	reversed	1.3	1358	152597	REVERSED.	6	3	0.500	1	4	1	1	2	0	1.000	2.200	0.000	1	92979.03125	109312.33593800002	147999.625	111877.17968800002	115860.375	75864.046875	129137.09375	3501.531006	5006.088379	150.0	150.0	2	287567.671875	613317.4570309999	480855.8125	511215.714844	361882.242188	318622.703125	585200.890625	15110.414307	18653.063721	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
73	1	REV_Q91VW5	 	 	REV_Q91VW5, sp|O08638|MYH11_MOUSE, sp|Q02566|MYH6_MOUSE, sp|Q61879|MYH10_MOUSE	reversed	2.5	2238	257561	REVERSED.	12	7	0.583	4	5	3	2	3	2	2.033	3.056	2.022	2	110339.44531199998	74998.234375	51934.324219	46804.472656	28307.943358999997	35254.582031	36755.949219	150.0	150.0	150.0	150.0	3	106198.007812	49938.339844	55470.46484400001	12454.229492	15082.345703	11794.928711	11920.474609	150.0	150.0	150.0	150.0	2	239227.484375	117782.666016	146340.736328	87282.788085	148224.728516	124424.900391	162525.441406	12125.008301	10173.718262	150.0	150.0
74	1	REV_Q91Z67	 	 	REV_Q91Z67, sp|P07758|A1AT1_MOUSE, sp|P22599|A1AT2_MOUSE, sp|Q00897|A1AT4_MOUSE, sp|Q00898|A1AT5_MOUSE, sp|Q61335|BAP31_MOUSE	reversed	2.1	1071	120797	REVERSED.	11	1	0.091	2	5	4	0	0	1	0.000	0.000	1.367	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	16410.890625	4734.179199	5713.776367	2542.2861329999996	2414.936035	3269.763184	4260.077636999999	150.0	150.0	150.0	150.0
75	1	REV_Q922U1	 	 	REV_Q922U1, sp|P17809|GTR1_MOUSE	reversed	2.6	683	77454	REVERSED.	2	1	0.500	2	0	0	1	0	0	1.037	0.000	0.000	1	366829.4375	155660.109375	106482.445312	58161.40625	35861.488281	28203.867188	86735.101562	150.0	150.0	150.0	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	1	REV_Q99P91	 	 	 	reversed	4.0	574	63675	REVERSED.	26	26	1.000	7	14	5	7	14	5	7.000	14.000	5.000	7	14714098.65625	6647389.607422	8732710.070312	5907945.046875	4821855.890625	2221786.995117	3013946.2597649996	102511.262207	99053.324219	150.0	150.0	14	9247222.699219	18115590.5625	8956897.527344998	5169624.77539	4965374.742187	8155366.3085940005	2628980.048829	396174.76928600005	100912.49792400001	150.0	150.0	5	5170167.605469	13563656.34375	13818944.960937	7073495.005859	3021261.419922	1365888.685547	2207539.152344	35885.558594	49539.761719	150.0	150.0
77	1	REV_Q99PF4	 	 	 	reversed	1.1	3354	369618	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	27498.623047000005	416051.0	360222.15625	429471.46875	119399.91406199998	72669.960938	79838.234375	150.0	1576.7188720000001	150.0	150.0
78	1	REV_Q9CS72	 	 	REV_Q9CS72, sp|Q05D44|IF2P_MOUSE	reversed	1.6	1214	137911	REVERSED.	3	1	0.333	1	0	2	0	0	1	0.000	0.000	1.015	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	3193.044922	2210.193115	2175.767822	2028.573975	3394.859375	2765.253662	4280.907227000001	150.0	150.0	150.0	150.0
